name,tweet text,tweet text (clean),label,token
SiKuel,"@Dennysiregar7 @Kemenag_RI @MUIPusat Satu persatu keran dana ke sarang teroris ditutup, langkah yg sangat jitu 👍",dennysiregar kemenag ri muipusat satu persatu keran dana ke sarang teroris ditutup langkah yang sangat jitu jempol ke atas,0,"['dennysiregar', 'kemenag', 'ri', 'muipusat', 'satu', 'persatu', 'keran', 'dana', 'ke', 'sarang', 'teroris', 'ditutup', 'langkah', 'yang', 'sangat', 'jitu', 'jempol', 'ke', 'atas']"
Oₙₑ'ₛ🇮🇩,"Majelis sarang teroris,gak ada malunya
#BubarkanMUI https://t.co/CfmZcA80Du",majelis sarang teroris enggak ada malunya bubarkanmui https t cowok cfmzca du,0,"['majelis', 'sarang', 'teroris', 'enggak', 'ada', 'malunya', 'bubarkanmui', 'https', 't', 'cowok', 'cfmzca', 'du']"
Fakta IDN,"@mikuroQ Sebut Kaum Radikal Berasal Dari Pesantren, Pendeta Ini Juga Minta Kementerian Agama Hapus 300 Ayat Al-Qur'an #Islamophobia
#PrayForDokterSunardi #teroris
#Pendeta #KadrunAliranSesat https://t.co/YuuUdaZIyg",mikuroq sebut kaum radikal berasal dari pesantren pendeta ini juga meminta kementerian agama hapus ayat al qur an islamophobia prayfordoktersunardi teroris pendeta kadrunaliransesat https t cowok yuuudaziyg,0,"['mikuroq', 'sebut', 'kaum', 'radikal', 'berasal', 'dari', 'pesantren', 'pendeta', 'ini', 'juga', 'meminta', 'kementerian', 'agama', 'hapus', 'ayat', 'al', 'qur', 'an', 'islamophobia', 'prayfordoktersunardi', 'teroris', 'pendeta', 'kadrunaliransesat', 'https', 't', 'cowok', 'yuuudaziyg']"
🇮🇩marsudin_sibarani🇲🇨,@IwanGun12434354 @ws_parsitoRF Semoga Jubir Teroris ini Diampuni Tuhan dan Di Terima Disisinya !.,iwangun ws parsitorf semoga jubir teroris ini diampuni tuhan dan di terima disisinya,0,"['iwangun', 'ws', 'parsitorf', 'semoga', 'jubir', 'teroris', 'ini', 'diampuni', 'tuhan', 'dan', 'di', 'terima', 'disisinya']"
🇮🇩🇮🇩 GITSY ANDARA.01 8️⃣8️⃣8️⃣🇮🇩🇮🇩,"@Muhamma15022310 Untuk DENSUS 88 :
Balik tanya ke Komnas HAM
"" Apakah saudara dan rekan2 simpatisan dari dokter SUNARDI ""
Perlu dibuat klasifikasi ;
1. Teroris
2. Keluarga besar teroris
3. Simpatisan.
Biar jelas...",muhamma untuk densus balik tanya ke komnas ham apakah saudara dan rekan simpatisan dari dokter sunardi perlu dibuat klasifikasi teroris keluarga besar teroris simpatisan biar jelas,0,"['muhamma', 'untuk', 'densus', 'balik', 'tanya', 'ke', 'komnas', 'ham', 'apakah', 'saudara', 'dan', 'rekan', 'simpatisan', 'dari', 'dokter', 'sunardi', 'perlu', 'dibuat', 'klasifikasi', 'teroris', 'keluarga', 'besar', 'teroris', 'simpatisan', 'biar', 'jelas']"
NKRI 99,@MUIPusat Ormas taex.. isinya pembela teroris semua.. wakkakakaka...,muipusat ormas taex isinya pembela teroris semua wakkakakaka,0,"['muipusat', 'ormas', 'taex', 'isinya', 'pembela', 'teroris', 'semua', 'wakkakakaka']"
SIMBOK🇲🇨 ❤️👸❤️🇲🇨,"@RumiYan32691138 @PakkatDayak Yg aneh lagi teroris nya, di tangkap nglawan, di tembak kelompoknya mbacot ,, nyalahin densus 88",rumiyan pakkatdayak yang aneh lagi teroris nya di tangkap nglawan di tembak kelompoknya mbacot menyalahkan densus ,0,"['rumiyan', 'pakkatdayak', 'yang', 'aneh', 'lagi', 'teroris', 'nya', 'di', 'tangkap', 'nglawan', 'di', 'tembak', 'kelompoknya', 'mbacot', 'menyalahkan', 'densus']"
@bakul gas,@veaadeeana Tuh lihat mobil yg dipake teroris tu... https://t.co/2RlfFeNBAZ,veaadeeana tuh lihat mobil yang dipakai teroris itu https t cowok rlffenbaz,0,"['veaadeeana', 'tuh', 'lihat', 'mobil', 'yang', 'dipakai', 'teroris', 'itu', 'https', 't', 'cowok', 'rlffenbaz']"
heru juanda,@MrsRachelIn Kenapa malah @KomnasHAM jadi corong propaganda teroris apakah mereka sdh lupa para korban teroris yg masih menyimpan trauma berkepanjangan https://t.co/xGCyehjato,mrsrachelin kenapa malah komnasham jadi corong propaganda teroris apakah mereka sudah lupa para korban teroris yang masih menyimpan trauma berkepanjangan https t cowok xgcyehjato,2,"['mrsrachelin', 'kenapa', 'malah', 'komnasham', 'jadi', 'corong', 'propaganda', 'teroris', 'apakah', 'mereka', 'sudah', 'lupa', 'para', 'korban', 'teroris', 'yang', 'masih', 'menyimpan', 'trauma', 'berkepanjangan', 'https', 't', 'cowok', 'xgcyehjato']"
widiajaya🇮🇩🇮🇩🇮🇩,"@alisyarief Yg membela mui org2nya sama, 
yg membela terduga teroris org2nya sama, 
yg mendukung wan toa org2nya jg sama",alisyarief yang membela mui org nya sama yang membela terduga teroris org nya sama yang mendukung wan toa org nya juga sama,0,"['alisyarief', 'yang', 'membela', 'mui', 'org', 'nya', 'sama', 'yang', 'membela', 'terduga', 'teroris', 'org', 'nya', 'sama', 'yang', 'mendukung', 'wan', 'toa', 'org', 'nya', 'juga', 'sama']"
MinangWaras,"@Restyponi Ada yg sholat ga bener..
Ada yg mesum..
Ada yg terlibat teroris..

Komplit dah..

Gitu kok mo ngatur halal haram..",restyponi ada yang sholat enggak benar ada yang mesum ada yang terlibat teroris komplit deh begitu kok mau mengatur halal haram,0,"['restyponi', 'ada', 'yang', 'sholat', 'enggak', 'benar', 'ada', 'yang', 'mesum', 'ada', 'yang', 'terlibat', 'teroris', 'komplit', 'deh', 'begitu', 'kok', 'mau', 'mengatur', 'halal', 'haram']"
jo yo🇮🇩,"@ekowboy2 Woi kadal teroris

Sabar ya",ekowboy woi kadal teroris sabar ya,0,"['ekowboy', 'woi', 'kadal', 'teroris', 'sabar', 'ya']"
NKRI 99,@KomnasHAM .. woyy. Teroris itu wajib ditembak mati.. bego jgn dipelihara https://t.co/Pm12wS8qdp,komnasham woy teroris itu wajib ditembak mati bego jangan dipelihara https t cowok pm ws qdp,0,"['komnasham', 'woy', 'teroris', 'itu', 'wajib', 'ditembak', 'mati', 'bego', 'jangan', 'dipelihara', 'https', 't', 'cowok', 'pm', 'ws', 'qdp']"
● LÂLE ●,@feyzayanmazz Askerin görevi o sözüm yok. Ama o sekil onlara o emri verenlerde ahım var. Ramazan bayramı arefesi akşam üstuydu.. cocuklarla disarida oynuyorlardi. Bian da geldi aldi gittiler. Katil deyil benim eşim. Teroris.Tecavuzcu deyil. Uyduruk bi suç yuzunden. O emri verenlerde bnm ahım..,feyzayanmaz askerin görevi o sözüm yuk sama o sekil onlara o emri verenlerde ahım var ramazan bayramı arefesi akşam üstuydu cocuklarla disarida oynuyorlardi bian dah geldi aldi gittiler katil deyil benim eşim teroris tecavuzcu deyil uyduruk bi suç yuzunden o emri verenlerde bnm ahım,0,"['feyzayanmaz', 'askerin', 'görevi', 'o', 'sözüm', 'yuk', 'sama', 'o', 'sekil', 'onlara', 'o', 'emri', 'verenlerde', 'ahım', 'var', 'ramazan', 'bayramı', 'arefesi', 'akşam', 'üstuydu', 'cocuklarla', 'disarida', 'oynuyorlardi', 'bian', 'dah', 'geldi', 'aldi', 'gittiler', 'katil', 'deyil', 'benim', 'eşim', 'teroris', 'tecavuzcu', 'deyil', 'uyduruk', 'bi', 'suç', 'yuzunden', 'o', 'emri', 'verenlerde', 'bnm', 'ahım']"
Kucing haji,"Pihak berwajib memberikan tindakan tegas dan terukur kepada tersangkah teroris yang telah membahayakan dan meresahkan masyarakat umum

#WaspadaJaringanJI
Cegah Paham Radikal https://t.co/yhF8LeyvOg",pihak berwajib memberikan tindakan tegas dan terukur kepada tersangkah teroris yang telah membahayakan dan meresahkan masyarakat umum waspadajaringanji cegah paham radikal https t cowok yhf leyvog,0,"['pihak', 'berwajib', 'memberikan', 'tindakan', 'tegas', 'dan', 'terukur', 'kepada', 'tersangkah', 'teroris', 'yang', 'telah', 'membahayakan', 'dan', 'meresahkan', 'masyarakat', 'umum', 'waspadajaringanji', 'cegah', 'paham', 'radikal', 'https', 't', 'cowok', 'yhf', 'leyvog']"
Pemuda Perindu Surga,"@Hilmi28 Dah kelewatan ini
Bagaimana bisa di mengatakan pesantren sumber dari teroris.

Apa maksudnya..?
Mau meniadakan pesantren..??

Mau sampai Kapan Umat Islam ini bagai buih di lautan 

Ayoo bangkit, rapatkan barisan Umat Islam
Jangan terpecah belah

Cukup covid yang mmecah barisan https://t.co/gBFvBOqHfa",hilmi deh kelewatan ini bagaimana bisa di mengatakan pesantren sumber dari teroris apa maksudnya mau meniadakan pesantren mau sampai kapan umat islam ini bagai buih di lautan ayo bangkit rapatkan barisan umat islam jangan terpecah belah cukup covid yang mmecah barisan https t cowok gbfvboqhfa,0,"['hilmi', 'deh', 'kelewatan', 'ini', 'bagaimana', 'bisa', 'di', 'mengatakan', 'pesantren', 'sumber', 'dari', 'teroris', 'apa', 'maksudnya', 'mau', 'meniadakan', 'pesantren', 'mau', 'sampai', 'kapan', 'umat', 'islam', 'ini', 'bagai', 'buih', 'di', 'lautan', 'ayo', 'bangkit', 'rapatkan', 'barisan', 'umat', 'islam', 'jangan', 'terpecah', 'belah', 'cukup', 'covid', 'yang', 'mmecah', 'barisan', 'https', 't', 'cowok', 'gbfvboqhfa']"
Hanafi Bin Domin,@Pai_C1AB Pokonya teroris wajib ditembak mati aja,pai c ab pokoknya teroris wajib ditembak mati saja,0,"['pai', 'c', 'ab', 'pokoknya', 'teroris', 'wajib', 'ditembak', 'mati', 'saja']"
aceng 1,"@RD_4WR1212 Teroris cm 8 thn,enteng banget .",rd wr teroris cuma tahun enteng banget,0,"['rd', 'wr', 'teroris', 'cuma', 'tahun', 'enteng', 'banget']"
WahanaNews Official,Densus 88 Siap Hadiri Panggilan Komnas HAM Terkait Penembakan Tersangka Teroris Dokter Sunardi https://t.co/jyrK7liNZ6,densus siap hadiri panggilan komnas ham terkait penembakan tersangka teroris dokter sunardi https t cowok jyrk linz ,0,"['densus', 'siap', 'hadiri', 'panggilan', 'komnas', 'ham', 'terkait', 'penembakan', 'tersangka', 'teroris', 'dokter', 'sunardi', 'https', 't', 'cowok', 'jyrk', 'linz']"
Supri,@OposisiCerdas Teroris juga orang ini punya niat makar/melawan konstitusi tapi jual nama rakyat,oposisicerdas teroris juga orang ini punya niat makar melawan konstitusi tapi jual nama rakyat,0,"['oposisicerdas', 'teroris', 'juga', 'orang', 'ini', 'punya', 'niat', 'makar', 'melawan', 'konstitusi', 'tapi', 'jual', 'nama', 'rakyat']"
Wahyu Master Mind,"@Pai_C1AB seharus nya densus 88 juga memanggil komnas HAm.,,,minta keterangan kenapa komnasham membiarkan ada nya teroris....",pai c ab seharus nya densus juga memanggil komnas ham meminta keterangan kenapa komnasham membiarkan ada nya teroris,0,"['pai', 'c', 'ab', 'seharus', 'nya', 'densus', 'juga', 'memanggil', 'komnas', 'ham', 'meminta', 'keterangan', 'kenapa', 'komnasham', 'membiarkan', 'ada', 'nya', 'teroris']"
Kucing haji,"Pihak berwajib memberikan tindakan tegas dan terukur kepada tersangkah teroris yang telah membahayakan dan meresahkan masyarakat umum

#WaspadaJaringanJI
Cegah Paham Radikal https://t.co/F30fs4IqFM",pihak berwajib memberikan tindakan tegas dan terukur kepada tersangkah teroris yang telah membahayakan dan meresahkan masyarakat umum waspadajaringanji cegah paham radikal https t cowok f fs iqfm,0,"['pihak', 'berwajib', 'memberikan', 'tindakan', 'tegas', 'dan', 'terukur', 'kepada', 'tersangkah', 'teroris', 'yang', 'telah', 'membahayakan', 'dan', 'meresahkan', 'masyarakat', 'umum', 'waspadajaringanji', 'cegah', 'paham', 'radikal', 'https', 't', 'cowok', 'f', 'fs', 'iqfm']"
Belladivallisha (stafsus opung 😎),"Dasar cebong tolol pemuja Esemka.
Ada keputusan pengadilan yg menyatakan beliau teroris gak?.
Goblok lu. https://t.co/INUuD9M3A5",dasar cebong tolol pemuja esemka ada keputusan pengadilan yang menyatakan beliau teroris enggak goblok lu https t cowok inuud m a ,0,"['dasar', 'cebong', 'tolol', 'pemuja', 'esemka', 'ada', 'keputusan', 'pengadilan', 'yang', 'menyatakan', 'beliau', 'teroris', 'enggak', 'goblok', 'lu', 'https', 't', 'cowok', 'inuud', 'm', 'a']"
Rama deo ,"@annisasa435 @MrsRachelIn @NinjaCir3ng @SahabatSaber @YRadianto @__wantaNKRI Kira2 klo KOMNAS HAM ada di Arab Saudi, kira2 siapa yg bakal dipanggil setelah 81 teroris?",annisasa mrsrachelin ninjacir ng sahabatsaber yradianto wantankri kira kira kalo komnas ham ada di arab saudi kira kira siapa yang bakal dipanggil setelah teroris,0,"['annisasa', 'mrsrachelin', 'ninjacir', 'ng', 'sahabatsaber', 'yradianto', 'wantankri', 'kira', 'kira', 'kalo', 'komnas', 'ham', 'ada', 'di', 'arab', 'saudi', 'kira', 'kira', 'siapa', 'yang', 'bakal', 'dipanggil', 'setelah', 'teroris']"
Goziel,"@__Sridiana_3va Bisa²nya dtuduh teroris.  
Bukankah mereka yg menebar teror??",sridiana va bisa²nya dtuduh teroris bukankah mereka yang menebar teror,0,"['sridiana', 'va', 'bisa', '²', 'nya', 'dtuduh', 'teroris', 'bukankah', 'mereka', 'yang', 'menebar', 'teror']"
Rukajat,"@DLarsono Menurut berita juga dokter tersebut adalah pendatang tetapi RT RW tidak merasa 'dilapori' Apakah ini cerminan warga negara yang baik?
https://t.co/3CZFM7c2CU",dlarsono menurut berita juga dokter tersebut adalah pendatang tetapi rt rw tidak merasa dilapori apakah ini cermi warga negara yang baik https t cowok czfm c cu,0,"['dlarsono', 'menurut', 'berita', 'juga', 'dokter', 'tersebut', 'adalah', 'pendatang', 'tetapi', 'rt', 'rw', 'tidak', 'merasa', 'dilapori', 'apakah', 'ini', 'cermi', 'warga', 'negara', 'yang', 'baik', 'https', 't', 'cowok', 'czfm', 'c', 'cu']"
Mimos,"@RD_4WR1212 MUI itu seperti sarang teroris
Untuk apa di pertahankan",rd wr mui itu seperti sarang teroris untuk apa di pertahankan,0,"['rd', 'wr', 'mui', 'itu', 'seperti', 'sarang', 'teroris', 'untuk', 'apa', 'di', 'pertahankan']"
Fakta IDN,"@GusNadjb Sebut Kaum Radikal Berasal Dari Pesantren, Pendeta Ini Juga Minta Kementerian Agama Hapus 300 Ayat Al-Qur'an #Islamophobia
#PrayForDokterSunardi #teroris
#Pendeta #KadrunAliranSesat https://t.co/YuuUdaZaII",gusnadjb sebut kaum radikal berasal dari pesantren pendeta ini juga meminta kementerian agama hapus ayat al qur an islamophobia prayfordoktersunardi teroris pendeta kadrunaliransesat https t cowok yuuudazai,0,"['gusnadjb', 'sebut', 'kaum', 'radikal', 'berasal', 'dari', 'pesantren', 'pendeta', 'ini', 'juga', 'meminta', 'kementerian', 'agama', 'hapus', 'ayat', 'al', 'qur', 'an', 'islamophobia', 'prayfordoktersunardi', 'teroris', 'pendeta', 'kadrunaliransesat', 'https', 't', 'cowok', 'yuuudazai']"
Fakta IDN,"@Pai_C1AB Sebut Kaum Radikal Berasal Dari Pesantren, Pendeta Ini Juga Minta Kementerian Agama Hapus 300 Ayat Al-Qur'an #Islamophobia
#PrayForDokterSunardi #teroris
#Pendeta #KadrunAliranSesat https://t.co/YuuUdaZIyg",pai c ab sebut kaum radikal berasal dari pesantren pendeta ini juga meminta kementerian agama hapus ayat al qur an islamophobia prayfordoktersunardi teroris pendeta kadrunaliransesat https t cowok yuuudaziyg,0,"['pai', 'c', 'ab', 'sebut', 'kaum', 'radikal', 'berasal', 'dari', 'pesantren', 'pendeta', 'ini', 'juga', 'meminta', 'kementerian', 'agama', 'hapus', 'ayat', 'al', 'qur', 'an', 'islamophobia', 'prayfordoktersunardi', 'teroris', 'pendeta', 'kadrunaliransesat', 'https', 't', 'cowok', 'yuuudaziyg']"
Fakta IDN,"@Minietweets_ @budimandjatmiko Sebut Kaum Radikal Berasal Dari Pesantren, Pendeta Ini Juga Minta Kementerian Agama Hapus 300 Ayat Al-Qur'an #Islamophobia
#PrayForDokterSunardi #teroris
#Pendeta #KadrunAliranSesat https://t.co/YuuUdaZIyg",minietweets budimandjatmiko sebut kaum radikal berasal dari pesantren pendeta ini juga meminta kementerian agama hapus ayat al qur an islamophobia prayfordoktersunardi teroris pendeta kadrunaliransesat https t cowok yuuudaziyg,0,"['minietweets', 'budimandjatmiko', 'sebut', 'kaum', 'radikal', 'berasal', 'dari', 'pesantren', 'pendeta', 'ini', 'juga', 'meminta', 'kementerian', 'agama', 'hapus', 'ayat', 'al', 'qur', 'an', 'islamophobia', 'prayfordoktersunardi', 'teroris', 'pendeta', 'kadrunaliransesat', 'https', 't', 'cowok', 'yuuudaziyg']"
MasRa2 DP,"😢😢 kesempurnaan yang direnggut bom teroris,tapi tetap semangat dan ceria semoga kehidupan kedepan lebih sempurna dari sebelumnya,, aamiin ya rabbal allaamiin 🤲🤲🤲 https://t.co/gqLS82iirl",wajah megis wajah megis kesempurnaan yang direnggut bom teroris tapi tetap semangat dan ceria semoga kehidupan kedepan lebih sempurna dari sebelumnya amin ya rabbal allaamiin tangan diangkat dan dirapatkan bersama tangan diangkat dan dirapatkan bersama tangan diangkat dan dirapatkan bersama https t cowok gqls iirl,0,"['wajah', 'megis', 'wajah', 'megis', 'kesempurnaan', 'yang', 'direnggut', 'bom', 'teroris', 'tapi', 'tetap', 'semangat', 'dan', 'ceria', 'semoga', 'kehidupan', 'kedepan', 'lebih', 'sempurna', 'dari', 'sebelumnya', 'amin', 'ya', 'rabbal', 'allaamiin', 'tangan', 'diangkat', 'dan', 'dirapatkan', 'bersama', 'tangan', 'diangkat', 'dan', 'dirapatkan', 'bersama', 'tangan', 'diangkat', 'dan', 'dirapatkan', 'bersama', 'https', 't', 'cowok', 'gqls', 'iirl']"
Yana Mulyana,"@IndiWage Nah ini, masa qur'an harus dihapus. Adanya teroris bukan salah ayat suci Al qur'an. Itu indipidu dan bagai mana niat. Innaamalu biniat.",indiwage nah ini masa qur an harus dihapus adanya teroris bukan salah ayat suci al qur an itu indipidu dan bagai mana niat innaamalu biniat,2,"['indiwage', 'nah', 'ini', 'masa', 'qur', 'an', 'harus', 'dihapus', 'adanya', 'teroris', 'bukan', 'salah', 'ayat', 'suci', 'al', 'qur', 'an', 'itu', 'indipidu', 'dan', 'bagai', 'mana', 'niat', 'innaamalu', 'biniat']"
Rustam Latif Khan,"@tvOneNews Cukuplah kamu itu Murtad dari agama Islam, Nikmati dan jalanilah dgn kepercayaan yg kamu anut sekarang ini, jgn kamu memeperkeruh suasana dgn mengatan Islam tolol, Teroris, dan menghapus 300 ayat Al-Qur'an,, dan sebagainya, Maaf,, kami menilai kamu, seorang manusia yg streesss",tvonenews cukuplah kamu itu murtad dari agama islam nikmati dan jalanilah dengan kepercayaan yang kamu anut sekarang ini jangan kamu memeperkeruh suasana dengan mengatan islam tolol teroris dan menghapus ayat al qur an dan sebagainya maaf kami menilai kamu seorang manusia yang strees,0,"['tvonenews', 'cukuplah', 'kamu', 'itu', 'murtad', 'dari', 'agama', 'islam', 'nikmati', 'dan', 'jalanilah', 'dengan', 'kepercayaan', 'yang', 'kamu', 'anut', 'sekarang', 'ini', 'jangan', 'kamu', 'memeperkeruh', 'suasana', 'dengan', 'mengatan', 'islam', 'tolol', 'teroris', 'dan', 'menghapus', 'ayat', 'al', 'qur', 'an', 'dan', 'sebagainya', 'maaf', 'kami', 'menilai', 'kamu', 'seorang', 'manusia', 'yang', 'strees']"
Fakta IDN,"@AV4tarPemburu Sebut Kaum Radikal Berasal Dari Pesantren, Pendeta Ini Juga Minta Kementerian Agama Hapus 300 Ayat Al-Qur'an #Islamophobia
#PrayForDokterSunardi #teroris
#Pendeta #KadrunAliranSesat https://t.co/YuuUdaZIyg",av tarpemburu sebut kaum radikal berasal dari pesantren pendeta ini juga meminta kementerian agama hapus ayat al qur an islamophobia prayfordoktersunardi teroris pendeta kadrunaliransesat https t cowok yuuudaziyg,0,"['av', 'tarpemburu', 'sebut', 'kaum', 'radikal', 'berasal', 'dari', 'pesantren', 'pendeta', 'ini', 'juga', 'meminta', 'kementerian', 'agama', 'hapus', 'ayat', 'al', 'qur', 'an', 'islamophobia', 'prayfordoktersunardi', 'teroris', 'pendeta', 'kadrunaliransesat', 'https', 't', 'cowok', 'yuuudaziyg']"
Around Sarasota,@ConanDimdimpil @YRadianto @vita_AVP1 @Cintada16 @seruanhl @P3nj3l4j4h_id @DS_yantie @03__nakula @__wantaNKRI @HurryKoRn @pengarang_sajak @gagal_hijrah Waspadai antisipasi bahaya begundal teroris dibalik kitab agama.,codimdimpil yradianto vita avp cintada seruanhl p nj l j h id ds yantie nakula wantankri hurrykorn pengarang sajak gagal hijrah waspadai antisipasi bahaya begundal teroris dibalik kitab agama,0,"['codimdimpil', 'yradianto', 'vita', 'avp', 'cintada', 'seruanhl', 'p', 'nj', 'l', 'j', 'h', 'id', 'ds', 'yantie', 'nakula', 'wantankri', 'hurrykorn', 'pengarang', 'sajak', 'gagal', 'hijrah', 'waspadai', 'antisipasi', 'bahaya', 'begundal', 'teroris', 'dibalik', 'kitab', 'agama']"
Fakta IDN,"@HASapardan Sebut Kaum Radikal Berasal Dari Pesantren, Pendeta Ini Juga Minta Kementerian Agama Hapus 300 Ayat Al-Qur'an #Islamophobia
#PrayForDokterSunardi #teroris
#Pendeta #KadrunAliranSesat https://t.co/YuuUdaZIyg",hasapardan sebut kaum radikal berasal dari pesantren pendeta ini juga meminta kementerian agama hapus ayat al qur an islamophobia prayfordoktersunardi teroris pendeta kadrunaliransesat https t cowok yuuudaziyg,0,"['hasapardan', 'sebut', 'kaum', 'radikal', 'berasal', 'dari', 'pesantren', 'pendeta', 'ini', 'juga', 'meminta', 'kementerian', 'agama', 'hapus', 'ayat', 'al', 'qur', 'an', 'islamophobia', 'prayfordoktersunardi', 'teroris', 'pendeta', 'kadrunaliransesat', 'https', 't', 'cowok', 'yuuudaziyg']"
chepy,"@Muhamma15022310 Kalo ada teroris mati baru panggil Polisi, kalo ada Polisi mati sakit gigi",muhamma kalo ada teroris mati baru panggil polisi kalo ada polisi mati sakit gigi,0,"['muhamma', 'kalo', 'ada', 'teroris', 'mati', 'baru', 'panggil', 'polisi', 'kalo', 'ada', 'polisi', 'mati', 'sakit', 'gigi']"
Fakta IDN,"@Rosedah76 Sebut Kaum Radikal Berasal Dari Pesantren, Pendeta Ini Juga Minta Kementerian Agama Hapus 300 Ayat Al-Qur'an #Islamophobia
#PrayForDokterSunardi #teroris
#Pendeta #KadrunAliranSesat https://t.co/YuuUdaZIyg",rosedah sebut kaum radikal berasal dari pesantren pendeta ini juga meminta kementerian agama hapus ayat al qur an islamophobia prayfordoktersunardi teroris pendeta kadrunaliransesat https t cowok yuuudaziyg,0,"['rosedah', 'sebut', 'kaum', 'radikal', 'berasal', 'dari', 'pesantren', 'pendeta', 'ini', 'juga', 'meminta', 'kementerian', 'agama', 'hapus', 'ayat', 'al', 'qur', 'an', 'islamophobia', 'prayfordoktersunardi', 'teroris', 'pendeta', 'kadrunaliransesat', 'https', 't', 'cowok', 'yuuudaziyg']"
firmann,"@annisasa435 @MrsRachelIn @NinjaCir3ng @SahabatSaber @YRadianto @__wantaNKRI Arab Saudi basmi teroris sampai ke akarnya, Disini kadrun malah bela teroris",annisasa mrsrachelin ninjacir ng sahabatsaber yradianto wantankri arab saudi basmi teroris sampai ke akarnya disini kadrun malah bela teroris,0,"['annisasa', 'mrsrachelin', 'ninjacir', 'ng', 'sahabatsaber', 'yradianto', 'wantankri', 'arab', 'saudi', 'basmi', 'teroris', 'sampai', 'ke', 'akarnya', 'disini', 'kadrun', 'malah', 'bela', 'teroris']"
Martha,@RumiYan32691138 @radixwp @PakkatDayak Kamu sendiri pembela teroris atau bukan? 🤔🤔🤔🤔🤔🤔🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨,rumiyan radixwp pakkatdayak kamu sendiri pembela teroris atau bukan wajah berpikir wajah berpikir wajah berpikir wajah berpikir wajah berpikir wajah berpikir wajah dengan alis terangkat wajah dengan alis terangkat wajah dengan alis terangkat wajah dengan alis terangkat wajah dengan alis terangkat wajah dengan alis terangkat wajah dengan alis terangkat wajah dengan alis terangkat wajah dengan alis terangkat wajah dengan alis terangkat,0,"['rumiyan', 'radixwp', 'pakkatdayak', 'kamu', 'sendiri', 'pembela', 'teroris', 'atau', 'bukan', 'wajah', 'berpikir', 'wajah', 'berpikir', 'wajah', 'berpikir', 'wajah', 'berpikir', 'wajah', 'berpikir', 'wajah', 'berpikir', 'wajah', 'dengan', 'alis', 'terangkat', 'wajah', 'dengan', 'alis', 'terangkat', 'wajah', 'dengan', 'alis', 'terangkat', 'wajah', 'dengan', 'alis', 'terangkat', 'wajah', 'dengan', 'alis', 'terangkat', 'wajah', 'dengan', 'alis', 'terangkat', 'wajah', 'dengan', 'alis', 'terangkat', 'wajah', 'dengan', 'alis', 'terangkat', 'wajah', 'dengan', 'alis', 'terangkat', 'wajah', 'dengan', 'alis', 'terangkat']"
firmann,"@ConanDimdimpil @YRadianto @vita_AVP1 @Cintada16 @seruanhl @P3nj3l4j4h_id @DS_yantie @03__nakula @__wantaNKRI @HurryKoRn @pengarang_sajak @gagal_hijrah teroris itu bunuh org yg ga salah, jdi klo kita tumpas teroris adalah bagian dari jihad!",codimdimpil yradianto vita avp cintada seruanhl p nj l j h id ds yantie nakula wantankri hurrykorn pengarang sajak gagal hijrah teroris itu bunuh orang yang enggak salah jadi kalo kita tumpas teroris adalah bagian dari jihad,0,"['codimdimpil', 'yradianto', 'vita', 'avp', 'cintada', 'seruanhl', 'p', 'nj', 'l', 'j', 'h', 'id', 'ds', 'yantie', 'nakula', 'wantankri', 'hurrykorn', 'pengarang', 'sajak', 'gagal', 'hijrah', 'teroris', 'itu', 'bunuh', 'orang', 'yang', 'enggak', 'salah', 'jadi', 'kalo', 'kita', 'tumpas', 'teroris', 'adalah', 'bagian', 'dari', 'jihad']"
Fakta IDN,"@cybsquad_ Sebut Kaum Radikal Berasal Dari Pesantren, Pendeta Ini Juga Minta Kementerian Agama Hapus 300 Ayat Al-Qur'an #Islamophobia
#PrayForDokterSunardi #teroris
#Pendeta #KadrunAliranSesat https://t.co/YuuUdaZIyg",cybsquad sebut kaum radikal berasal dari pesantren pendeta ini juga meminta kementerian agama hapus ayat al qur an islamophobia prayfordoktersunardi teroris pendeta kadrunaliransesat https t cowok yuuudaziyg,0,"['cybsquad', 'sebut', 'kaum', 'radikal', 'berasal', 'dari', 'pesantren', 'pendeta', 'ini', 'juga', 'meminta', 'kementerian', 'agama', 'hapus', 'ayat', 'al', 'qur', 'an', 'islamophobia', 'prayfordoktersunardi', 'teroris', 'pendeta', 'kadrunaliransesat', 'https', 't', 'cowok', 'yuuudaziyg']"
Candra Kurnia,Lh.mj https://t.co/ZV6WfVxOCw,boleh mj https t cowok zv wfvxocw,0,"['boleh', 'mj', 'https', 't', 'cowok', 'zv', 'wfvxocw']"
